order_id,customer_id,restaurant_name,cuisine_type,order_date,location,cost_of_the_order,rating,food_preparation_time,delivery_time,day_type,total_delivery_time
FD10563,C1213,Green Bowl,Healthy,2025-04-06,Mumbai,560.88,4.2,20,35,Weekend,55
FD10339,C1339,Sweet Treats,Desserts,2025-04-06,Pune,495.91,4.2,15,32,Weekend,47
FD10970,C1270,Urban Tadka,Indian,2025-04-07,Bangalore,465.2,3.7,28,20,Weekday,48
FD10159,C1159,South Express,South Indian,2025-04-07,Bangalore,461.52,4.1,17,18,Weekday,35
FD10334,C1334,Burger Town,Fast Food,2025-04-07,Delhi,605.95,4.4,15,27,Weekday,42
FD10888,C1188,Burger Town,Fast Food,2025-04-07,Pune,727.61,4.5,16,53,Weekday,69
FD10696,C1346,Spice Hub,Indian,2025-04-07,Bangalore,849.91,4.5,10,32,Weekday,42
FD10125,C1125,Burger Town,Fast Food,2025-04-07,Mumbai,778.42,3.7,28,30,Weekday,58
FD10150,C1150,Green Bowl,Healthy,2025-04-07,Pune,694.56,3.4,35,22,Weekday,57
FD10991,C1291,Cafe Aroma,Cafe,2025-04-08,Pune,399.91,4.9,35,44,Weekday,79
FD10399,C1049,Spice Hub,Indian,2025-04-08,Bangalore,779.31,4.3,10,36,Weekday,46
FD10425,C1075,Food Junction,Indian,2025-04-08,Mumbai,378.05,3.6,18,25,Weekday,43
FD10651,C1301,Burger Town,Fast Food,2025-04-08,Delhi,261.67,2.5,24,35,Weekday,59
FD10736,C1036,Green Bowl,Healthy,2025-04-08,Mumbai,419.7,4.0,11,22,Weekday,33
FD10452,C1102,The Biryani House,Biryani,2025-04-08,Bangalore,313.76,4.1,33,23,Weekday,56
FD10687,C1337,Sweet Treats,Desserts,2025-04-08,Pune,1160.74,4.8,33,16,Weekday,49
FD10481,C1131,Food Junction,Indian,2025-04-08,Mumbai,817.46,4.3,14,29,Weekday,43
FD10537,C1187,Urban Tadka,Indian,2025-04-08,Pune,302.2,4.7,20,24,Weekday,44
FD10781,C1081,Wok & Roll,Chinese,2025-04-09,Pune,788.18,3.6,13,20,Weekday,33
FD10631,C1281,South Express,South Indian,2025-04-09,Pune,713.73,4.3,22,24,Weekday,46
FD10378,C1028,The Biryani House,Biryani,2025-04-09,Mumbai,646.28,4.2,24,16,Weekday,40
FD10725,C1025,Punjabi Zaika,North Indian,2025-04-10,Bangalore,1165.55,4.6,20,21,Weekday,41
FD10950,C1250,Urban Tadka,Indian,2025-04-10,Chennai,637.65,4.3,20,23,Weekday,43
FD10051,C1051,Food Junction,Indian,2025-04-10,Pune,867.66,4.8,17,23,Weekday,40
FD10407,C1057,South Express,South Indian,2025-04-10,Mumbai,366.9,4.2,25,17,Weekday,42
FD10707,C1007,Pizza Point,Italian,2025-04-10,Mumbai,541.82,3.2,10,20,Weekday,30
FD10204,C1204,Cafe Aroma,Cafe,2025-04-10,Hyderabad,1018.59,4.7,35,36,Weekday,71
FD10069,C1069,The Biryani House,Biryani,2025-04-11,Delhi,496.49,4.1,21,23,Weekday,44
FD10801,C1101,Pizza Point,Italian,2025-04-11,Mumbai,868.37,4.1,23,15,Weekday,38
FD10224,C1224,Food Junction,Indian,2025-04-11,Bangalore,564.29,4.0,34,35,Weekday,69
FD10484,C1134,Burger Town,Fast Food,2025-04-11,Mumbai,268.97,3.6,15,42,Weekday,57
FD10650,C1300,South Express,South Indian,2025-04-11,Pune,665.18,3.7,29,25,Weekday,54
FD10480,C1130,Spice Hub,Indian,2025-04-12,Pune,633.07,3.9,28,35,Weekend,63
FD10868,C1168,Spice Hub,Indian,2025-04-12,Chennai,700.8,3.7,17,28,Weekend,45
FD10530,C1180,Spice Hub,Indian,2025-04-13,Bangalore,490.67,2.7,12,44,Weekend,56
FD10897,C1197,Urban Tadka,Indian,2025-04-13,Pune,743.89,4.3,29,20,Weekend,49
FD10574,C1224,The Biryani House,Biryani,2025-04-13,Pune,1055.18,3.3,35,20,Weekend,55
FD10899,C1199,Pizza Point,Italian,2025-04-13,Bangalore,449.16,2.7,12,15,Weekend,27
FD10915,C1215,Wok & Roll,Chinese,2025-04-13,Pune,444.35,4.2,14,32,Weekend,46
FD10393,C1043,South Express,South Indian,2025-04-13,Pune,1200.0,5.0,17,30,Weekend,47
FD10313,C1313,The Biryani House,Biryani,2025-04-13,Delhi,580.71,5.0,10,41,Weekend,51
FD10735,C1035,Burger Town,Fast Food,2025-04-14,Delhi,1041.44,4.6,25,40,Weekday,65
FD10199,C1199,Urban Tadka,Indian,2025-04-14,Pune,963.22,4.1,12,24,Weekday,36
FD10133,C1133,Urban Tadka,Indian,2025-04-14,Mumbai,755.55,4.3,29,35,Weekday,64
FD10471,C1121,Green Bowl,Healthy,2025-04-14,Pune,603.77,4.0,12,42,Weekday,54
FD10281,C1281,South Express,South Indian,2025-04-14,Pune,367.23,4.3,25,23,Weekday,48
FD10908,C1208,Pizza Point,Italian,2025-04-14,Mumbai,750.47,4.3,15,15,Weekday,30
FD10189,C1189,The Biryani House,Biryani,2025-04-14,Mumbai,572.44,4.0,19,25,Weekday,44
FD10119,C1119,South Express,South Indian,2025-04-14,Chennai,350.14,4.4,11,15,Weekday,26
FD10201,C1201,Sweet Treats,Desserts,2025-04-14,Mumbai,361.38,3.3,18,34,Weekday,52
FD10132,C1132,Pizza Point,Italian,2025-04-14,Mumbai,578.7,4.5,28,49,Weekday,77
FD10275,C1275,Spice Hub,Indian,2025-04-15,Bangalore,468.53,4.7,14,24,Weekday,38
FD10653,C1303,Punjabi Zaika,North Indian,2025-04-15,Mumbai,422.82,4.8,34,23,Weekday,57
FD10099,C1099,Punjabi Zaika,North Indian,2025-04-15,Pune,931.1,4.7,32,46,Weekday,78
FD10964,C1264,Punjabi Zaika,North Indian,2025-04-15,Pune,520.27,4.6,35,45,Weekday,80
FD10988,C1288,Wok & Roll,Chinese,2025-04-15,Delhi,367.26,4.0,13,38,Weekday,51
FD10418,C1068,The Biryani House,Biryani,2025-04-16,Pune,411.91,4.2,11,28,Weekday,39
FD10904,C1204,Cafe Aroma,Cafe,2025-04-16,Delhi,441.93,4.4,10,40,Weekday,50
FD10939,C1239,Wok & Roll,Chinese,2025-04-16,Hyderabad,382.6,4.3,20,15,Weekday,35
FD10211,C1211,The Biryani House,Biryani,2025-04-16,Mumbai,594.39,4.0,32,17,Weekday,49
FD10196,C1196,Punjabi Zaika,North Indian,2025-04-17,Pune,630.52,4.0,25,17,Weekday,42
FD10702,C1002,Cafe Aroma,Cafe,2025-04-17,Pune,830.22,3.8,35,23,Weekday,58
FD10619,C1269,Pizza Point,Italian,2025-04-17,Chennai,418.86,3.8,29,35,Weekday,64
FD10719,C1019,Spice Hub,Indian,2025-04-17,Mumbai,574.24,4.1,28,15,Weekday,43
FD10437,C1087,The Biryani House,Biryani,2025-04-17,Mumbai,246.72,4.5,25,27,Weekday,52
FD10380,C1030,South Express,South Indian,2025-04-18,Pune,224.54,5.0,20,43,Weekday,63
FD10258,C1258,The Biryani House,Biryani,2025-04-18,Pune,376.06,4.0,17,36,Weekday,53
FD10477,C1127,Spice Hub,Indian,2025-04-18,Pune,838.28,4.7,13,29,Weekday,42
FD10980,C1280,Urban Tadka,Indian,2025-04-18,Bangalore,491.86,3.6,17,15,Weekday,32
FD10553,C1203,Food Junction,Indian,2025-04-18,Hyderabad,832.72,4.3,26,28,Weekday,54
FD10542,C1192,Wok & Roll,Chinese,2025-04-18,Pune,395.39,3.9,16,28,Weekday,44
FD10535,C1185,Sweet Treats,Desserts,2025-04-18,Bangalore,645.03,4.8,12,35,Weekday,47
FD10738,C1038,The Biryani House,Biryani,2025-04-19,Bangalore,251.19,3.9,29,29,Weekend,58
FD10506,C1156,Pizza Point,Italian,2025-04-19,Pune,461.72,4.2,19,21,Weekend,40
FD10165,C1165,Urban Tadka,Indian,2025-04-19,Pune,506.52,4.0,27,15,Weekend,42
FD10463,C1113,Spice Hub,Indian,2025-04-19,Bangalore,332.23,5.0,35,15,Weekend,50
FD10398,C1048,Green Bowl,Healthy,2025-04-19,Mumbai,346.11,3.5,27,34,Weekend,61
FD10227,C1227,South Express,South Indian,2025-04-20,Hyderabad,877.62,3.6,29,30,Weekend,59
FD10861,C1161,Spice Hub,Indian,2025-04-20,Pune,626.69,4.2,30,27,Weekend,57
FD10317,C1317,Urban Tadka,Indian,2025-04-20,Bangalore,395.95,4.0,19,30,Weekend,49
FD10617,C1267,Urban Tadka,Indian,2025-04-20,Bangalore,255.62,4.1,14,47,Weekend,61
FD10200,C1200,Green Bowl,Healthy,2025-04-21,Delhi,630.14,4.9,21,15,Weekday,36
FD10143,C1143,Spice Hub,Indian,2025-04-21,Mumbai,474.08,3.7,35,31,Weekday,66
FD10926,C1226,Spice Hub,Indian,2025-04-21,Delhi,878.4,3.9,28,15,Weekday,43
FD10772,C1072,Cafe Aroma,Cafe,2025-04-21,Bangalore,485.64,4.8,19,29,Weekday,48
FD10454,C1104,The Biryani House,Biryani,2025-04-21,Chennai,457.41,3.7,23,28,Weekday,51
FD10001,C1001,South Express,South Indian,2025-04-22,Bangalore,702.0,5.0,22,35,Weekday,57
FD10357,C1007,Pizza Point,Italian,2025-04-22,Pune,385.8,4.2,32,32,Weekday,64
FD10733,C1033,Sweet Treats,Desserts,2025-04-23,Bangalore,296.57,3.1,11,23,Weekday,34
FD10040,C1040,Sweet Treats,Desserts,2025-04-23,Hyderabad,1200.0,3.9,22,22,Weekday,44
FD10303,C1303,The Biryani House,Biryani,2025-04-23,Bangalore,378.65,4.1,29,26,Weekday,55
FD10023,C1023,Cafe Aroma,Cafe,2025-04-23,Pune,479.84,3.9,23,28,Weekday,51
FD10449,C1099,Sweet Treats,Desserts,2025-04-23,Chennai,1070.36,2.9,32,33,Weekday,65
FD10304,C1304,Burger Town,Fast Food,2025-04-24,Bangalore,453.54,3.3,34,39,Weekday,73
FD10271,C1271,Burger Town,Fast Food,2025-04-24,Hyderabad,509.77,5.0,35,15,Weekday,50
FD10918,C1218,Punjabi Zaika,North Indian,2025-04-24,Hyderabad,592.68,4.1,29,23,Weekday,52
FD10387,C1037,Green Bowl,Healthy,2025-04-24,Bangalore,412.61,5.0,29,27,Weekday,56
FD10678,C1328,Green Bowl,Healthy,2025-04-24,Delhi,344.63,3.2,34,24,Weekday,58
FD10522,C1172,Green Bowl,Healthy,2025-04-25,Delhi,564.22,3.7,19,20,Weekday,39
FD10683,C1333,Food Junction,Indian,2025-04-25,Pune,451.03,3.4,29,24,Weekday,53
FD10999,C1299,Cafe Aroma,Cafe,2025-04-25,Delhi,352.34,4.7,23,39,Weekday,62
FD10441,C1091,Wok & Roll,Chinese,2025-04-25,Bangalore,683.78,3.9,27,27,Weekday,54
FD10388,C1038,Urban Tadka,Indian,2025-04-25,Delhi,396.34,3.7,13,31,Weekday,44
FD10233,C1233,Pizza Point,Italian,2025-04-25,Hyderabad,361.19,4.3,24,26,Weekday,50
FD10301,C1301,Urban Tadka,Indian,2025-04-25,Bangalore,595.6,5.0,11,23,Weekday,34
FD10179,C1179,Green Bowl,Healthy,2025-04-25,Delhi,454.26,3.9,11,40,Weekday,51
FD10894,C1194,Wok & Roll,Chinese,2025-04-26,Pune,689.8,4.1,35,42,Weekend,77
FD10789,C1089,Pizza Point,Italian,2025-04-26,Mumbai,404.63,4.8,21,27,Weekend,48
FD10527,C1177,Burger Town,Fast Food,2025-04-26,Pune,400.95,3.6,18,23,Weekend,41
FD10417,C1067,The Biryani House,Biryani,2025-04-27,Mumbai,464.06,3.7,22,30,Weekend,52
FD10850,C1150,Urban Tadka,Indian,2025-04-27,Delhi,430.47,3.6,21,15,Weekend,36
FD10519,C1169,Green Bowl,Healthy,2025-04-27,Mumbai,254.83,4.4,34,18,Weekend,52
FD10242,C1242,Wok & Roll,Chinese,2025-04-27,Pune,380.81,4.1,33,16,Weekend,49
FD10084,C1084,The Biryani House,Biryani,2025-04-27,Chennai,538.2,3.9,21,31,Weekend,52
FD10616,C1266,The Biryani House,Biryani,2025-04-27,Bangalore,557.61,4.3,30,33,Weekend,63
FD10990,C1290,Wok & Roll,Chinese,2025-04-27,Bangalore,364.37,4.0,21,40,Weekend,61
FD10022,C1022,Sweet Treats,Desserts,2025-04-28,Delhi,958.56,4.2,32,22,Weekday,54
FD10160,C1160,South Express,South Indian,2025-04-28,Mumbai,635.99,3.5,10,35,Weekday,45
FD10499,C1149,Pizza Point,Italian,2025-04-28,Hyderabad,477.62,3.8,23,41,Weekday,64
FD10036,C1036,Green Bowl,Healthy,2025-04-28,Chennai,412.34,4.6,31,22,Weekday,53
FD10757,C1057,Urban Tadka,Indian,2025-04-28,Mumbai,467.02,4.6,29,22,Weekday,51
FD10278,C1278,Punjabi Zaika,North Indian,2025-04-28,Mumbai,662.0,4.0,15,29,Weekday,44
FD10953,C1253,South Express,South Indian,2025-04-29,Mumbai,242.7,4.3,29,41,Weekday,70
FD10785,C1085,Food Junction,Indian,2025-04-29,Delhi,257.03,3.8,34,49,Weekday,83
FD10905,C1205,Pizza Point,Italian,2025-04-29,Delhi,927.52,5.0,26,25,Weekday,51
FD10369,C1019,Sweet Treats,Desserts,2025-04-29,Bangalore,184.84,4.4,13,19,Weekday,32
FD10207,C1207,The Biryani House,Biryani,2025-04-30,Delhi,651.79,4.0,32,52,Weekday,84
FD10545,C1195,Urban Tadka,Indian,2025-04-30,Chennai,357.57,4.4,11,23,Weekday,34
FD10384,C1034,Punjabi Zaika,North Indian,2025-04-30,Bangalore,671.43,4.2,26,21,Weekday,47
FD10085,C1085,Burger Town,Fast Food,2025-04-30,Pune,684.07,4.2,10,25,Weekday,35
FD10343,C1343,South Express,South Indian,2025-04-30,Pune,721.09,4.5,24,51,Weekday,75
FD10759,C1059,Food Junction,Indian,2025-04-30,Chennai,372.25,4.5,20,37,Weekday,57
FD10644,C1294,Punjabi Zaika,North Indian,2025-04-30,Pune,384.67,3.9,18,28,Weekday,46
FD10623,C1273,Punjabi Zaika,North Indian,2025-04-30,Bangalore,655.14,4.8,13,38,Weekday,51
FD10582,C1232,Burger Town,Fast Food,2025-04-30,Chennai,504.42,3.6,21,22,Weekday,43
FD10877,C1177,Wok & Roll,Chinese,2025-05-01,Mumbai,801.32,3.9,11,31,Weekday,42
FD10593,C1243,Sweet Treats,Desserts,2025-05-01,Bangalore,394.75,4.3,25,41,Weekday,66
FD10570,C1220,Pizza Point,Italian,2025-05-01,Pune,841.52,4.8,13,25,Weekday,38
FD10633,C1283,Green Bowl,Healthy,2025-05-02,Bangalore,309.32,4.5,32,41,Weekday,73
FD10414,C1064,Green Bowl,Healthy,2025-05-02,Delhi,626.72,4.4,13,47,Weekday,60
FD10214,C1214,Food Junction,Indian,2025-05-02,Pune,636.45,3.6,25,30,Weekday,55
FD10432,C1082,Cafe Aroma,Cafe,2025-05-02,Hyderabad,242.21,3.9,21,32,Weekday,53
FD10902,C1202,Sweet Treats,Desserts,2025-05-02,Pune,381.9,4.3,30,33,Weekday,63
FD10947,C1247,Food Junction,Indian,2025-05-02,Delhi,512.68,4.5,28,25,Weekday,53
FD10837,C1137,Pizza Point,Italian,2025-05-02,Delhi,332.51,4.3,25,28,Weekday,53
FD10107,C1107,Burger Town,Fast Food,2025-05-03,Pune,435.68,3.8,28,35,Weekend,63
FD10635,C1285,South Express,South Indian,2025-05-03,Mumbai,913.17,4.2,22,33,Weekend,55
FD10910,C1210,Sweet Treats,Desserts,2025-05-03,Pune,731.24,5.0,25,15,Weekend,40
FD10564,C1214,Food Junction,Indian,2025-05-03,Pune,285.55,3.5,24,37,Weekend,61
FD10655,C1305,Wok & Roll,Chinese,2025-05-03,Pune,564.82,3.6,18,47,Weekend,65
FD10157,C1157,The Biryani House,Biryani,2025-05-03,Hyderabad,541.24,3.1,27,54,Weekend,81
FD10287,C1287,Punjabi Zaika,North Indian,2025-05-03,Mumbai,326.91,3.8,21,15,Weekend,36
FD10808,C1108,Punjabi Zaika,North Indian,2025-05-04,Bangalore,800.13,3.9,13,32,Weekend,45
FD10319,C1319,Urban Tadka,Indian,2025-05-04,Pune,555.32,4.0,24,24,Weekend,48
FD10599,C1249,Punjabi Zaika,North Indian,2025-05-04,Chennai,513.34,4.3,32,38,Weekend,70
FD10666,C1316,Spice Hub,Indian,2025-05-04,Mumbai,471.19,5.0,13,35,Weekend,48
FD11000,C1300,South Express,South Indian,2025-05-05,Pune,472.41,3.2,30,33,Weekday,63
FD10358,C1008,Sweet Treats,Desserts,2025-05-05,Hyderabad,463.42,4.3,34,18,Weekday,52
FD10766,C1066,Food Junction,Indian,2025-05-05,Pune,353.12,4.1,21,22,Weekday,43
FD10645,C1295,Green Bowl,Healthy,2025-05-05,Pune,646.13,4.6,16,53,Weekday,69
FD10123,C1123,South Express,South Indian,2025-05-05,Mumbai,435.73,3.9,26,32,Weekday,58
FD10981,C1281,Green Bowl,Healthy,2025-05-06,Pune,870.27,4.0,29,22,Weekday,51
FD10049,C1049,Punjabi Zaika,North Indian,2025-05-06,Bangalore,711.42,4.6,32,43,Weekday,75
FD10554,C1204,Urban Tadka,Indian,2025-05-06,Pune,540.54,3.8,28,44,Weekday,72
FD10797,C1097,Urban Tadka,Indian,2025-05-06,Pune,403.87,3.6,23,39,Weekday,62
FD10844,C1144,Food Junction,Indian,2025-05-06,Pune,486.35,3.0,24,29,Weekday,53
FD10210,C1210,Green Bowl,Healthy,2025-05-07,Bangalore,715.95,4.0,21,46,Weekday,67
FD10937,C1237,Food Junction,Indian,2025-05-07,Mumbai,241.59,3.7,22,25,Weekday,47
FD10935,C1235,South Express,South Indian,2025-05-07,Delhi,252.01,3.2,24,15,Weekday,39
FD10927,C1227,Burger Town,Fast Food,2025-05-07,Chennai,664.5,4.5,15,25,Weekday,40
FD10404,C1054,Cafe Aroma,Cafe,2025-05-08,Pune,512.23,4.5,35,30,Weekday,65
FD10256,C1256,Cafe Aroma,Cafe,2025-05-08,Bangalore,145.94,4.9,12,34,Weekday,46
FD10386,C1036,Cafe Aroma,Cafe,2025-05-08,Hyderabad,763.82,3.0,28,15,Weekday,43
FD10309,C1309,The Biryani House,Biryani,2025-05-09,Chennai,542.16,3.8,17,34,Weekday,51
FD10364,C1014,Sweet Treats,Desserts,2025-05-09,Bangalore,760.44,4.8,29,30,Weekday,59
FD10468,C1118,South Express,South Indian,2025-05-09,Chennai,615.97,3.6,15,43,Weekday,58
FD10791,C1091,Cafe Aroma,Cafe,2025-05-10,Pune,622.21,4.7,29,29,Weekend,58
FD10435,C1085,Cafe Aroma,Cafe,2025-05-10,Chennai,571.34,4.1,19,15,Weekend,34
FD10251,C1251,Wok & Roll,Chinese,2025-05-10,Pune,1197.43,4.1,24,41,Weekend,65
FD10851,C1151,Food Junction,Indian,2025-05-10,Pune,486.99,3.8,11,54,Weekend,65
FD10368,C1018,Urban Tadka,Indian,2025-05-10,Delhi,245.76,4.0,27,18,Weekend,45
FD10176,C1176,Sweet Treats,Desserts,2025-05-10,Mumbai,317.09,3.8,23,28,Weekend,51
FD10062,C1062,Sweet Treats,Desserts,2025-05-10,Pune,406.06,4.7,10,30,Weekend,40
FD10065,C1065,Sweet Treats,Desserts,2025-05-10,Pune,1014.59,5.0,18,34,Weekend,52
FD10805,C1105,Urban Tadka,Indian,2025-05-11,Mumbai,873.92,5.0,31,30,Weekend,61
FD10011,C1011,Wok & Roll,Chinese,2025-05-11,Pune,787.19,4.3,13,19,Weekend,32
FD10966,C1266,The Biryani House,Biryani,2025-05-11,Pune,338.0,4.7,20,25,Weekend,45
FD10538,C1188,Sweet Treats,Desserts,2025-05-11,Chennai,331.06,3.9,30,33,Weekend,63
FD10314,C1314,Cafe Aroma,Cafe,2025-05-11,Pune,472.45,4.0,34,50,Weekend,84
FD10831,C1131,Pizza Point,Italian,2025-05-11,Mumbai,448.38,4.8,28,24,Weekend,52
FD10838,C1138,Food Junction,Indian,2025-05-11,Bangalore,797.26,4.1,26,18,Weekend,44
FD10476,C1126,Pizza Point,Italian,2025-05-11,Hyderabad,372.13,3.7,13,25,Weekend,38
FD10308,C1308,Burger Town,Fast Food,2025-05-12,Hyderabad,413.02,5.0,31,25,Weekday,56
FD10111,C1111,Spice Hub,Indian,2025-05-12,Chennai,565.04,3.8,26,32,Weekday,58
FD10930,C1230,The Biryani House,Biryani,2025-05-12,Chennai,1168.39,3.3,22,38,Weekday,60
FD10033,C1033,Spice Hub,Indian,2025-05-13,Mumbai,359.14,4.7,25,25,Weekday,50
FD10711,C1011,The Biryani House,Biryani,2025-05-13,Mumbai,1168.08,3.4,30,50,Weekday,80
FD10669,C1319,The Biryani House,Biryani,2025-05-13,Delhi,756.04,3.9,22,28,Weekday,50
FD10576,C1226,Pizza Point,Italian,2025-05-13,Pune,369.72,4.3,17,33,Weekday,50
FD10206,C1206,Punjabi Zaika,North Indian,2025-05-13,Bangalore,374.16,4.2,11,28,Weekday,39
FD10931,C1231,Burger Town,Fast Food,2025-05-14,Bangalore,699.09,3.8,22,22,Weekday,44
FD10021,C1021,Burger Town,Fast Food,2025-05-14,Hyderabad,652.76,2.7,22,24,Weekday,46
FD10191,C1191,Urban Tadka,Indian,2025-05-14,Hyderabad,579.43,4.2,12,15,Weekday,27
FD10055,C1055,Food Junction,Indian,2025-05-14,Hyderabad,304.06,4.4,18,26,Weekday,44
FD10771,C1071,Spice Hub,Indian,2025-05-14,Bangalore,1119.53,4.1,18,37,Weekday,55
FD10137,C1137,Wok & Roll,Chinese,2025-05-14,Mumbai,556.28,4.1,26,31,Weekday,57
FD10911,C1211,Green Bowl,Healthy,2025-05-14,Bangalore,876.21,4.3,28,35,Weekday,63
FD10423,C1073,South Express,South Indian,2025-05-14,Delhi,593.65,3.4,24,15,Weekday,39
FD10516,C1166,The Biryani House,Biryani,2025-05-15,Pune,390.08,5.0,33,31,Weekday,64
FD10324,C1324,Cafe Aroma,Cafe,2025-05-15,Bangalore,917.82,3.7,22,37,Weekday,59
FD10252,C1252,Spice Hub,Indian,2025-05-15,Hyderabad,417.44,5.0,32,29,Weekday,61
FD10971,C1271,Punjabi Zaika,North Indian,2025-05-15,Chennai,318.21,4.9,15,22,Weekday,37
FD10139,C1139,Spice Hub,Indian,2025-05-15,Bangalore,909.93,3.8,13,31,Weekday,44
FD10870,C1170,The Biryani House,Biryani,2025-05-16,Hyderabad,613.02,4.0,29,15,Weekday,44
FD10952,C1252,Punjabi Zaika,North Indian,2025-05-16,Delhi,513.79,5.0,18,29,Weekday,47
FD10028,C1028,Sweet Treats,Desserts,2025-05-16,Chennai,558.98,4.3,22,48,Weekday,70
FD10169,C1169,Green Bowl,Healthy,2025-05-16,Mumbai,772.69,3.7,18,44,Weekday,62
FD10215,C1215,Urban Tadka,Indian,2025-05-17,Pune,625.97,4.6,32,28,Weekend,60
FD10239,C1239,South Express,South Indian,2025-05-17,Pune,1018.27,4.7,23,23,Weekend,46
FD10657,C1307,Food Junction,Indian,2025-05-17,Chennai,511.05,2.9,27,15,Weekend,42
FD10521,C1171,Urban Tadka,Indian,2025-05-17,Chennai,523.9,4.1,23,28,Weekend,51
FD10375,C1025,Urban Tadka,Indian,2025-05-17,Bangalore,640.01,3.8,16,30,Weekend,46
FD10086,C1086,South Express,South Indian,2025-05-17,Mumbai,592.17,4.7,20,28,Weekend,48
FD10010,C1010,Wok & Roll,Chinese,2025-05-17,Pune,640.63,3.8,31,15,Weekend,46
FD10717,C1017,Punjabi Zaika,North Indian,2025-05-18,Delhi,412.6,4.6,13,30,Weekend,43
FD10756,C1056,Sweet Treats,Desserts,2025-05-18,Mumbai,255.98,3.7,34,31,Weekend,65
FD10060,C1060,Food Junction,Indian,2025-05-18,Delhi,402.76,3.8,32,41,Weekend,73
FD10428,C1078,Cafe Aroma,Cafe,2025-05-18,Pune,444.6,4.0,11,25,Weekend,36
FD10769,C1069,South Express,South Indian,2025-05-19,Pune,403.05,4.1,21,37,Weekday,58
FD10050,C1050,South Express,South Indian,2025-05-19,Pune,650.77,3.3,26,31,Weekday,57
FD10854,C1154,Cafe Aroma,Cafe,2025-05-19,Mumbai,404.96,4.9,29,27,Weekday,56
FD10665,C1315,The Biryani House,Biryani,2025-05-19,Bangalore,296.99,4.3,35,25,Weekday,60
FD10197,C1197,Pizza Point,Italian,2025-05-20,Pune,401.28,4.2,26,33,Weekday,59
FD10370,C1020,Punjabi Zaika,North Indian,2025-05-20,Chennai,622.44,4.0,26,15,Weekday,41
FD10041,C1041,South Express,South Indian,2025-05-20,Mumbai,453.42,3.8,27,36,Weekday,63
FD10595,C1245,South Express,South Indian,2025-05-20,Pune,293.19,3.6,31,24,Weekday,55
FD10162,C1162,The Biryani House,Biryani,2025-05-21,Pune,267.66,4.6,17,26,Weekday,43
FD10549,C1199,Green Bowl,Healthy,2025-05-21,Delhi,895.35,3.7,27,29,Weekday,56
FD10285,C1285,Sweet Treats,Desserts,2025-05-21,Hyderabad,553.19,4.1,28,17,Weekday,45
FD10944,C1244,South Express,South Indian,2025-05-21,Chennai,611.38,3.9,19,37,Weekday,56
FD10198,C1198,Spice Hub,Indian,2025-05-21,Hyderabad,724.34,4.2,24,41,Weekday,65
FD10782,C1082,Wok & Roll,Chinese,2025-05-21,Pune,492.65,4.3,33,25,Weekday,58
FD10560,C1210,Burger Town,Fast Food,2025-05-21,Chennai,455.71,4.5,15,41,Weekday,56
FD10649,C1299,Cafe Aroma,Cafe,2025-05-22,Pune,718.45,3.7,15,31,Weekday,46
FD10045,C1045,Pizza Point,Italian,2025-05-22,Pune,389.23,4.3,20,32,Weekday,52
FD10347,C1347,Urban Tadka,Indian,2025-05-22,Pune,961.27,3.7,22,33,Weekday,55
FD10581,C1231,Punjabi Zaika,North Indian,2025-05-22,Hyderabad,326.47,3.9,17,45,Weekday,62
FD10903,C1203,Green Bowl,Healthy,2025-05-23,Hyderabad,532.84,3.8,24,42,Weekday,66
FD10235,C1235,Green Bowl,Healthy,2025-05-23,Mumbai,458.97,3.6,35,37,Weekday,72
FD10073,C1073,Food Junction,Indian,2025-05-23,Chennai,371.14,4.1,25,35,Weekday,60
FD10503,C1153,Sweet Treats,Desserts,2025-05-23,Chennai,852.67,5.0,18,21,Weekday,39
FD10591,C1241,South Express,South Indian,2025-05-23,Mumbai,606.14,4.7,14,19,Weekday,33
FD10128,C1128,Spice Hub,Indian,2025-05-23,Delhi,693.38,5.0,11,39,Weekday,50
FD10295,C1295,Pizza Point,Italian,2025-05-24,Mumbai,648.62,3.4,18,31,Weekend,49
FD10345,C1345,Cafe Aroma,Cafe,2025-05-24,Bangalore,649.43,5.0,24,33,Weekend,57
FD10130,C1130,South Express,South Indian,2025-05-25,Delhi,336.74,4.5,32,35,Weekend,67
FD10512,C1162,Green Bowl,Healthy,2025-05-25,Delhi,696.72,4.3,32,27,Weekend,59
FD10823,C1123,Cafe Aroma,Cafe,2025-05-25,Delhi,974.74,3.9,12,41,Weekend,53
FD10430,C1080,Punjabi Zaika,North Indian,2025-05-25,Pune,515.99,4.4,16,20,Weekend,36
FD10640,C1290,Wok & Roll,Chinese,2025-05-25,Delhi,403.62,4.4,29,19,Weekend,48
FD10875,C1175,Pizza Point,Italian,2025-05-25,Delhi,416.35,4.4,34,34,Weekend,68
FD10755,C1055,The Biryani House,Biryani,2025-05-25,Chennai,479.79,3.2,31,31,Weekend,62
FD10959,C1259,Spice Hub,Indian,2025-05-26,Hyderabad,985.22,3.0,21,50,Weekday,71
FD10672,C1322,Sweet Treats,Desserts,2025-05-26,Mumbai,356.76,3.7,19,52,Weekday,71
FD10529,C1179,Food Junction,Indian,2025-05-26,Bangalore,416.43,3.7,23,31,Weekday,54
FD10585,C1235,Urban Tadka,Indian,2025-05-26,Pune,560.42,3.1,26,39,Weekday,65
